DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,8,2014,Current ELL,6,272,2,33.3,4,66.7,0,0,0,0,0,0
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,8,2015,Current ELL,13,276,7,53.8,5,38.5,1,7.7,0,0,1,7.7
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,8,2016,Current ELL,5,s,s,s,s,s,s,s,s,s,s,s
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,8,2017,Current ELL,12,287,5,41.7,5,41.7,2,16.7,0,0,2,16.7
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,8,2018,Current ELL,7,588,2,28.6,3,42.9,2,28.6,0,0,2,28.6
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,8,2019,Current ELL,13,585,5,38.5,8,61.5,0,0,0,0,0,0
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,8,2014,Ever ELL,33,299,5,15.2,21,63.6,7,21.2,0,0,7,21.2
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,8,2015,Ever ELL,25,285,8,32,14,56,2,8,1,4,3,12
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,8,2016,Ever ELL,30,s,s,s,s,s,s,s,s,s,s,s
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,8,2017,Ever ELL,18,312,1,5.6,8,44.4,9,50,0,0,9,50
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,8,2018,Ever ELL,42,602,2,4.8,15,35.7,22,52.4,3,7.1,25,59.5
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,8,2019,Ever ELL,28,602,1,3.6,13,46.4,12,42.9,2,7.1,14,50
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,8,2014,Never ELL,70,297,21,30,32,45.7,13,18.6,4,5.7,17,24.3
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,8,2015,Never ELL,53,283,19,35.8,28,52.8,5,9.4,1,1.9,6,11.3
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,8,2016,Never ELL,50,303,8,16,28,56,13,26,1,2,14,28
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,8,2017,Never ELL,41,309,6,14.6,16,39,13,31.7,6,14.6,19,46.3
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,8,2018,Never ELL,68,600,12,17.6,18,26.5,32,47.1,6,8.8,38,55.9
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,8,2019,Never ELL,57,599,10,17.5,22,38.6,15,26.3,10,17.5,25,43.9
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2014,Current ELL,38,249,33,86.8,5,13.2,0,0,0,0,0,0
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2015,Current ELL,28,240,23,82.1,5,17.9,0,0,0,0,0,0
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2016,Current ELL,34,274,23,67.6,9,26.5,2,5.9,0,0,2,5.9
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2017,Current ELL,36,260,28,77.8,7,19.4,1,2.8,0,0,1,2.8
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2018,Current ELL,26,572,19,73.1,7,26.9,0,0,0,0,0,0
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2019,Current ELL,29,570,20,69,9,31,0,0,0,0,0,0
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2014,Ever ELL,30,290,8,26.7,20,66.7,2,6.7,0,0,2,6.7
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2015,Ever ELL,22,297,8,36.4,10,45.5,2,9.1,2,9.1,4,18.2
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2016,Ever ELL,14,308,3,21.4,4,28.6,5,35.7,2,14.3,7,50
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2017,Ever ELL,11,304,3,27.3,2,18.2,6,54.5,0,0,6,54.5
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2018,Ever ELL,10,591,3,30,5,50,2,20,0,0,2,20
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2019,Ever ELL,13,606,3,23.1,2,15.4,3,23.1,5,38.5,8,61.5
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2014,Never ELL,58,283,27,46.6,25,43.1,5,8.6,1,1.7,6,10.3
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2015,Never ELL,53,282,25,47.2,24,45.3,4,7.5,0,0,4,7.5
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2016,Never ELL,41,287,15,36.6,20,48.8,6,14.6,0,0,6,14.6
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2017,Never ELL,46,287,18,39.1,17,37,10,21.7,1,2.2,11,23.9
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2018,Never ELL,49,593,15,30.6,18,36.7,10,20.4,6,12.2,16,32.7
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,8,2019,Never ELL,52,591,15,28.8,22,42.3,12,23.1,3,5.8,15,28.8
09X323,BRONX WRITING ACADEMY,8,2014,Current ELL,44,241,42,95.5,2,4.5,0,0,0,0,0,0
09X323,BRONX WRITING ACADEMY,8,2015,Current ELL,35,268,20,57.1,12,34.3,3,8.6,0,0,3,8.6
09X323,BRONX WRITING ACADEMY,8,2016,Current ELL,42,260,35,83.3,6,14.3,1,2.4,0,0,1,2.4
09X323,BRONX WRITING ACADEMY,8,2017,Current ELL,33,270,23,69.7,10,30.3,0,0,0,0,0,0
09X323,BRONX WRITING ACADEMY,8,2018,Current ELL,46,575,31,67.4,15,32.6,0,0,0,0,0,0
09X323,BRONX WRITING ACADEMY,8,2019,Current ELL,26,576,17,65.4,8,30.8,1,3.8,0,0,1,3.8
09X323,BRONX WRITING ACADEMY,8,2014,Ever ELL,24,284,11,45.8,9,37.5,4,16.7,0,0,4,16.7
09X323,BRONX WRITING ACADEMY,8,2015,Ever ELL,26,301,5,19.2,15,57.7,5,19.2,1,3.8,6,23.1
09X323,BRONX WRITING ACADEMY,8,2016,Ever ELL,22,313,2,9.1,8,36.4,8,36.4,4,18.2,12,54.5
09X323,BRONX WRITING ACADEMY,8,2017,Ever ELL,22,317,1,4.5,9,40.9,8,36.4,4,18.2,12,54.5
09X323,BRONX WRITING ACADEMY,8,2018,Ever ELL,17,601,1,5.9,8,47.1,7,41.2,1,5.9,8,47.1
09X323,BRONX WRITING ACADEMY,8,2019,Ever ELL,34,594,7,20.6,16,47.1,10,29.4,1,2.9,11,32.4
09X323,BRONX WRITING ACADEMY,8,2014,Never ELL,85,284,36,42.4,41,48.2,8,9.4,0,0,8,9.4
09X323,BRONX WRITING ACADEMY,8,2015,Never ELL,71,290,25,35.2,30,42.3,12,16.9,4,5.6,16,22.5
09X323,BRONX WRITING ACADEMY,8,2016,Never ELL,84,296,22,26.2,42,50,18,21.4,2,2.4,20,23.8
09X323,BRONX WRITING ACADEMY,8,2017,Never ELL,66,304,10,15.2,33,50,19,28.8,4,6.1,23,34.8
09X323,BRONX WRITING ACADEMY,8,2018,Never ELL,76,594,17,22.4,33,43.4,19,25,7,9.2,26,34.2
09X323,BRONX WRITING ACADEMY,8,2019,Never ELL,76,596,16,21.1,33,43.4,18,23.7,9,11.8,27,35.5
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,8,2014,Current ELL,9,252,8,88.9,1,11.1,0,0,0,0,0,0
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,8,2015,Current ELL,9,264,7,77.8,2,22.2,0,0,0,0,0,0
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,8,2016,Current ELL,11,279,7,63.6,3,27.3,1,9.1,0,0,1,9.1
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,8,2017,Current ELL,25,283,10,40,12,48,3,12,0,0,3,12
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,8,2018,Current ELL,4,s,s,s,s,s,s,s,s,s,s,s
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,8,2019,Current ELL,5,s,s,s,s,s,s,s,s,s,s,s
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,8,2014,Ever ELL,11,295,3,27.3,7,63.6,1,9.1,0,0,1,9.1
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,8,2015,Ever ELL,17,299,4,23.5,9,52.9,4,23.5,0,0,4,23.5
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,8,2016,Ever ELL,10,306,1,10,7,70,2,20,0,0,2,20
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,8,2017,Ever ELL,10,319,0,0,2,20,7,70,1,10,8,80
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,8,2018,Ever ELL,10,s,s,s,s,s,s,s,s,s,s,s
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,8,2019,Ever ELL,21,s,s,s,s,s,s,s,s,s,s,s
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,8,2014,Never ELL,52,287,21,40.4,22,42.3,7,13.5,2,3.8,9,17.3
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,8,2015,Never ELL,39,285,12,30.8,24,61.5,3,7.7,0,0,3,7.7
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,8,2016,Never ELL,43,293,13,30.2,23,53.5,7,16.3,0,0,7,16.3
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,8,2017,Never ELL,35,304,4,11.4,18,51.4,12,34.3,1,2.9,13,37.1
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,8,2018,Never ELL,34,598,7,20.6,14,41.2,9,26.5,4,11.8,13,38.2
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,8,2019,Never ELL,57,592,13,22.8,31,54.4,10,17.5,3,5.3,13,22.8
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,8,2014,Current ELL,7,282,3,42.9,4,57.1,0,0,0,0,0,0
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,8,2015,Current ELL,9,275,6,66.7,3,33.3,0,0,0,0,0,0
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,8,2016,Current ELL,8,262,6,75,2,25,0,0,0,0,0,0
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,8,2017,Current ELL,9,287,2,22.2,7,77.8,0,0,0,0,0,0
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,8,2018,Current ELL,11,579,7,63.6,3,27.3,1,9.1,0,0,1,9.1
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,8,2019,Current ELL,4,s,s,s,s,s,s,s,s,s,s,s
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,8,2014,Ever ELL,38,298,8,21.1,24,63.2,4,10.5,2,5.3,6,15.8
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,8,2015,Ever ELL,39,311,2,5.1,22,56.4,13,33.3,2,5.1,15,38.5
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,8,2016,Ever ELL,34,303,5,14.7,18,52.9,9,26.5,2,5.9,11,32.4
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,8,2017,Ever ELL,26,329,0,0,9,34.6,9,34.6,8,30.8,17,65.4
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,8,2018,Ever ELL,24,605,2,8.3,10,41.7,5,20.8,7,29.2,12,50
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,8,2019,Ever ELL,36,s,s,s,s,s,s,s,s,s,s,s
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,8,2014,Never ELL,57,303,11,19.3,25,43.9,17,29.8,4,7,21,36.8
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,8,2015,Never ELL,71,304,13,18.3,33,46.5,21,29.6,4,5.6,25,35.2
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,8,2016,Never ELL,48,314,2,4.2,23,47.9,20,41.7,3,6.3,23,47.9
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,8,2017,Never ELL,60,322,1,1.7,22,36.7,24,40,13,21.7,37,61.7
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,8,2018,Never ELL,58,602,5,8.6,26,44.8,18,31,9,15.5,27,46.6
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,8,2019,Never ELL,51,603,4,7.8,20,39.2,14,27.5,13,25.5,27,52.9
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2014,Current ELL,18,247,17,94.4,1,5.6,0,0,0,0,0,0
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2015,Current ELL,7,236,6,85.7,1,14.3,0,0,0,0,0,0
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2016,Current ELL,7,282,3,42.9,4,57.1,0,0,0,0,0,0
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2017,Current ELL,10,273,4,40,6,60,0,0,0,0,0,0
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2018,Current ELL,15,579,11,73.3,4,26.7,0,0,0,0,0,0
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2019,Current ELL,19,577,9,47.4,9,47.4,0,0,1,5.3,1,5.3
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2014,Ever ELL,7,290,3,42.9,2,28.6,2,28.6,0,0,2,28.6
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2015,Ever ELL,8,306,0,0,6,75,2,25,0,0,2,25
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2016,Ever ELL,16,307,0,0,12,75,3,18.8,1,6.3,4,25
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2017,Ever ELL,12,310,0,0,7,58.3,5,41.7,0,0,5,41.7
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2018,Ever ELL,15,597,1,6.7,10,66.7,3,20,1,6.7,4,26.7
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2019,Ever ELL,17,592,4,23.5,8,47.1,4,23.5,1,5.9,5,29.4
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2014,Never ELL,41,283,17,41.5,24,58.5,0,0,0,0,0,0
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2015,Never ELL,29,282,13,44.8,12,41.4,4,13.8,0,0,4,13.8
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2016,Never ELL,26,296,4,15.4,18,69.2,4,15.4,0,0,4,15.4
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2017,Never ELL,28,294,11,39.3,11,39.3,5,17.9,1,3.6,6,21.4
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2018,Never ELL,36,591,8,22.2,19,52.8,6,16.7,3,8.3,9,25
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,8,2019,Never ELL,42,593,8,19,22,52.4,11,26.2,1,2.4,12,28.6
09X339,I.S. 339,8,2014,Current ELL,55,251,45,81.8,10,18.2,0,0,0,0,0,0
09X339,I.S. 339,8,2015,Current ELL,38,250,31,81.6,7,18.4,0,0,0,0,0,0
09X339,I.S. 339,8,2016,Current ELL,36,257,30,83.3,6,16.7,0,0,0,0,0,0
09X339,I.S. 339,8,2017,Current ELL,47,273,29,61.7,16,34,2,4.3,0,0,2,4.3
09X339,I.S. 339,8,2018,Current ELL,32,576,22,68.8,9,28.1,1,3.1,0,0,1,3.1
09X339,I.S. 339,8,2019,Current ELL,31,576,19,61.3,12,38.7,0,0,0,0,0,0
09X339,I.S. 339,8,2014,Ever ELL,34,290,11,32.4,19,55.9,3,8.8,1,2.9,4,11.8
09X339,I.S. 339,8,2015,Ever ELL,45,286,17,37.8,22,48.9,6,13.3,0,0,6,13.3
09X339,I.S. 339,8,2016,Ever ELL,24,294,4,16.7,15,62.5,5,20.8,0,0,5,20.8
09X339,I.S. 339,8,2017,Ever ELL,33,302,2,6.1,21,63.6,10,30.3,0,0,10,30.3
09X339,I.S. 339,8,2018,Ever ELL,33,605,2,6.1,9,27.3,18,54.5,4,12.1,22,66.7
09X339,I.S. 339,8,2019,Ever ELL,37,601,3,8.1,19,51.4,12,32.4,3,8.1,15,40.5
09X339,I.S. 339,8,2014,Never ELL,106,284,44,41.5,50,47.2,11,10.4,1,0.9,12,11.3
09X339,I.S. 339,8,2015,Never ELL,101,280,50,49.5,41,40.6,9,8.9,1,1,10,9.9
09X339,I.S. 339,8,2016,Never ELL,74,297,14,18.9,44,59.5,12,16.2,4,5.4,16,21.6
09X339,I.S. 339,8,2017,Never ELL,71,295,22,31,30,42.3,17,23.9,2,2.8,19,26.8
09X339,I.S. 339,8,2018,Never ELL,68,600,9,13.2,30,44.1,22,32.4,7,10.3,29,42.6
09X339,I.S. 339,8,2019,Never ELL,71,594,14,19.7,36,50.7,14,19.7,7,9.9,21,29.6
09X350,NEW DIRECTIONS SECONDARY SCHOOL,8,2015,Current ELL,9,s,s,s,s,s,s,s,s,s,s,s
09X350,NEW DIRECTIONS SECONDARY SCHOOL,8,2016,Current ELL,16,s,s,s,s,s,s,s,s,s,s,s
09X350,NEW DIRECTIONS SECONDARY SCHOOL,8,2017,Current ELL,16,229,16,100,0,0,0,0,0,0,0,0
09X350,NEW DIRECTIONS SECONDARY SCHOOL,8,2018,Current ELL,15,565,14,93.3,1,6.7,0,0,0,0,0,0
09X350,NEW DIRECTIONS SECONDARY SCHOOL,8,2019,Current ELL,4,s,s,s,s,s,s,s,s,s,s,s
09X350,NEW DIRECTIONS SECONDARY SCHOOL,8,2015,Ever ELL,3,s,s,s,s,s,s,s,s,s,s,s
09X350,NEW DIRECTIONS SECONDARY SCHOOL,8,2016,Ever ELL,3,s,s,s,s,s,s,s,s,s,s,s
09X350,NEW DIRECTIONS SECONDARY SCHOOL,8,2017,Ever ELL,7,279,4,57.1,3,42.9,0,0,0,0,0,0
09X350,NEW DIRECTIONS SECONDARY SCHOOL,8,2018,Ever ELL,6,584,4,66.7,1,16.7,1,16.7,0,0,1,16.7
09X350,NEW DIRECTIONS SECONDARY SCHOOL,8,2019,Ever ELL,3,s,s,s,s,s,s,s,s,s,s,s
09X350,NEW DIRECTIONS SECONDARY SCHOOL,8,2015,Never ELL,16,269,11,68.8,4,25,1,6.3,0,0,1,6.3
09X350,NEW DIRECTIONS SECONDARY SCHOOL,8,2016,Never ELL,20,277,11,55,7,35,2,10,0,0,2,10
09X350,NEW DIRECTIONS SECONDARY SCHOOL,8,2017,Never ELL,20,275,13,65,7,35,0,0,0,0,0,0
09X350,NEW DIRECTIONS SECONDARY SCHOOL,8,2018,Never ELL,12,583,8,66.7,4,33.3,0,0,0,0,0,0
09X350,NEW DIRECTIONS SECONDARY SCHOOL,8,2019,Never ELL,7,584,3,42.9,3,42.9,1,14.3,0,0,1,14.3
09X361,THE HIGHBRIDGE GREEN SCHOOL,8,2016,Current ELL,13,259,10,76.9,3,23.1,0,0,0,0,0,0
09X361,THE HIGHBRIDGE GREEN SCHOOL,8,2017,Current ELL,22,282,8,36.4,11,50,3,13.6,0,0,3,13.6
09X361,THE HIGHBRIDGE GREEN SCHOOL,8,2018,Current ELL,19,582,10,52.6,9,47.4,0,0,0,0,0,0
09X361,THE HIGHBRIDGE GREEN SCHOOL,8,2019,Current ELL,30,582,18,60,12,40,0,0,0,0,0,0
09X361,THE HIGHBRIDGE GREEN SCHOOL,8,2016,Ever ELL,43,299,7,16.3,28,65.1,8,18.6,0,0,8,18.6
09X361,THE HIGHBRIDGE GREEN SCHOOL,8,2017,Ever ELL,31,319,0,0,11,35.5,18,58.1,2,6.5,20,64.5
09X361,THE HIGHBRIDGE GREEN SCHOOL,8,2018,Ever ELL,30,601,0,0,17,56.7,10,33.3,3,10,13,43.3
09X361,THE HIGHBRIDGE GREEN SCHOOL,8,2019,Ever ELL,31,600,1,3.2,15,48.4,15,48.4,0,0,15,48.4
09X361,THE HIGHBRIDGE GREEN SCHOOL,8,2016,Never ELL,61,295,15,24.6,32,52.5,13,21.3,1,1.6,14,23
09X361,THE HIGHBRIDGE GREEN SCHOOL,8,2017,Never ELL,58,307,7,12.1,27,46.6,19,32.8,5,8.6,24,41.4
09X361,THE HIGHBRIDGE GREEN SCHOOL,8,2018,Never ELL,72,598,10,13.9,30,41.7,26,36.1,6,8.3,32,44.4
09X361,THE HIGHBRIDGE GREEN SCHOOL,8,2019,Never ELL,61,596,12,19.7,28,45.9,18,29.5,3,4.9,21,34.4
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,8,2014,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,8,2015,Current ELL,4,s,s,s,s,s,s,s,s,s,s,s
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,8,2016,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,8,2017,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,8,2018,Current ELL,8,590,2,25,6,75,0,0,0,0,0,0
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,8,2019,Current ELL,9,593,1,11.1,6,66.7,2,22.2,0,0,2,22.2
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,8,2014,Ever ELL,16,s,s,s,s,s,s,s,s,s,s,s
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,8,2015,Ever ELL,17,s,s,s,s,s,s,s,s,s,s,s
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,8,2016,Ever ELL,21,s,s,s,s,s,s,s,s,s,s,s
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,8,2017,Ever ELL,16,s,s,s,s,s,s,s,s,s,s,s
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,8,2018,Ever ELL,13,609,1,7.7,3,23.1,4,30.8,5,38.5,9,69.2
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,8,2019,Ever ELL,16,610,0,0,4,25,8,50,4,25,12,75
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,8,2014,Never ELL,25,290,6,24,15,60,2,8,2,8,4,16
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,8,2015,Never ELL,30,299,9,30,9,30,9,30,3,10,12,40
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,8,2016,Never ELL,33,315,2,6.1,12,36.4,16,48.5,3,9.1,19,57.6
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,8,2017,Never ELL,23,311,2,8.7,10,43.5,9,39.1,2,8.7,11,47.8
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,8,2018,Never ELL,25,608,2,8,5,20,10,40,8,32,18,72
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,8,2019,Never ELL,17,606,1,5.9,4,23.5,8,47.1,4,23.5,12,70.6
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,8,2014,Current ELL,15,277,9,60,6,40,0,0,0,0,0,0
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,8,2015,Current ELL,18,267,10,55.6,8,44.4,0,0,0,0,0,0
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,8,2016,Current ELL,13,263,11,84.6,2,15.4,0,0,0,0,0,0
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,8,2017,Current ELL,26,272,15,57.7,11,42.3,0,0,0,0,0,0
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,8,2018,Current ELL,31,583,15,48.4,13,41.9,2,6.5,1,3.2,3,9.7
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,8,2019,Current ELL,17,581,7,41.2,8,47.1,2,11.8,0,0,2,11.8
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,8,2014,Ever ELL,30,299,7,23.3,16,53.3,7,23.3,0,0,7,23.3
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,8,2015,Ever ELL,50,300,11,22,24,48,14,28,1,2,15,30
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,8,2016,Ever ELL,35,310,4,11.4,15,42.9,13,37.1,3,8.6,16,45.7
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,8,2017,Ever ELL,43,325,0,0,12,27.9,23,53.5,8,18.6,31,72.1
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,8,2018,Ever ELL,32,602,1,3.1,17,53.1,8,25,6,18.8,14,43.8
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,8,2019,Ever ELL,34,607,1,2.9,13,38.2,11,32.4,9,26.5,20,58.8
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,8,2014,Never ELL,83,290,30,36.1,38,45.8,11,13.3,4,4.8,15,18.1
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,8,2015,Never ELL,73,300,11,15.1,39,53.4,21,28.8,2,2.7,23,31.5
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,8,2016,Never ELL,83,309,15,18.1,29,34.9,28,33.7,11,13.3,39,47
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,8,2017,Never ELL,71,314,7,9.9,21,29.6,33,46.5,10,14.1,43,60.6
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,8,2018,Never ELL,84,600,12,14.3,40,47.6,18,21.4,14,16.7,32,38.1
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,8,2019,Never ELL,91,603,5,5.5,33,36.3,38,41.8,15,16.5,53,58.2
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",8,2014,Current ELL,4,s,s,s,s,s,s,s,s,s,s,s
