DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,8,2015,Never ELL,54,288,22,40.7,23,42.6,9,16.7,0,0,9,16.7
10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,8,2016,Never ELL,50,296,12,24,27,54,11,22,0,0,11,22
10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,8,2017,Never ELL,40,310,6,15,16,40,14,35,4,10,18,45
10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,8,2018,Never ELL,39,599,5,12.8,19,48.7,12,30.8,3,7.7,15,38.5
10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,8,2019,Never ELL,35,596,5,14.3,19,54.3,7,20,4,11.4,11,31.4
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,2014,Current ELL,44,252,39,88.6,5,11.4,0,0,0,0,0,0
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,2015,Current ELL,37,247,35,94.6,2,5.4,0,0,0,0,0,0
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,2016,Current ELL,43,262,30,69.8,13,30.2,0,0,0,0,0,0
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,2017,Current ELL,29,267,20,69,7,24.1,2,6.9,0,0,2,6.9
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,2018,Current ELL,34,576,23,67.6,11,32.4,0,0,0,0,0,0
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,2019,Current ELL,40,580,24,60,16,40,0,0,0,0,0,0
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,2014,Ever ELL,100,297,26,26,51,51,17,17,6,6,23,23
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,2015,Ever ELL,62,290,23,37.1,25,40.3,13,21,1,1.6,14,22.6
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,2016,Ever ELL,72,304,9,12.5,45,62.5,15,20.8,3,4.2,18,25
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,2017,Ever ELL,57,305,6,10.5,32,56.1,16,28.1,3,5.3,19,33.3
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,2018,Ever ELL,67,599,6,9,34,50.7,21,31.3,6,9,27,40.3
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,2019,Ever ELL,62,603,2,3.2,28,45.2,25,40.3,7,11.3,32,51.6
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,2014,Never ELL,155,294,53,34.2,66,42.6,25,16.1,11,7.1,36,23.2
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,2015,Never ELL,121,290,45,37.2,54,44.6,19,15.7,3,2.5,22,18.2
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,2016,Never ELL,123,300,26,21.1,67,54.5,26,21.1,4,3.3,30,24.4
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,2017,Never ELL,117,304,15,12.8,64,54.7,31,26.5,7,6,38,32.5
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,2018,Never ELL,134,600,21,15.7,54,40.3,36,26.9,23,17.2,59,44
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,2019,Never ELL,115,600,11,9.6,54,47,33,28.7,17,14.8,50,43.5
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,2014,Current ELL,64,259,50,78.1,14,21.9,0,0,0,0,0,0
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,2015,Current ELL,63,250,54,85.7,8,12.7,0,0,1,1.6,1,1.6
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,2016,Current ELL,40,252,32,80,8,20,0,0,0,0,0,0
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,2017,Current ELL,58,260,46,79.3,12,20.7,0,0,0,0,0,0
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,2018,Current ELL,71,573,47,66.2,23,32.4,1,1.4,0,0,1,1.4
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,2019,Current ELL,56,574,38,67.9,15,26.8,3,5.4,0,0,3,5.4
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,2014,Ever ELL,39,293,13,33.3,20,51.3,6,15.4,0,0,6,15.4
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,2015,Ever ELL,52,291,16,30.8,30,57.7,6,11.5,0,0,6,11.5
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,2016,Ever ELL,30,298,4,13.3,21,70,5,16.7,0,0,5,16.7
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,2017,Ever ELL,52,307,7,13.5,26,50,17,32.7,2,3.8,19,36.5
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,2018,Ever ELL,44,605,1,2.3,16,36.4,18,40.9,9,20.5,27,61.4
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,2019,Ever ELL,56,604,6,10.7,15,26.8,24,42.9,11,19.6,35,62.5
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,2014,Never ELL,114,280,54,47.4,46,40.4,12,10.5,2,1.8,14,12.3
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,2015,Never ELL,84,280,41,48.8,35,41.7,8,9.5,0,0,8,9.5
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,2016,Never ELL,118,292,41,34.7,58,49.2,14,11.9,5,4.2,19,16.1
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,2017,Never ELL,94,295,36,38.3,31,33,16,17,11,11.7,27,28.7
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,2018,Never ELL,100,603,14,14,30,30,36,36,20,20,56,56
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,2019,Never ELL,96,597,19,19.8,37,38.5,24,25,16,16.7,40,41.7
10X095,P.S. 095 SHEILA MENCHER,8,2014,Current ELL,19,250,17,89.5,2,10.5,0,0,0,0,0,0
10X095,P.S. 095 SHEILA MENCHER,8,2015,Current ELL,13,266,9,69.2,4,30.8,0,0,0,0,0,0
10X095,P.S. 095 SHEILA MENCHER,8,2016,Current ELL,22,263,18,81.8,4,18.2,0,0,0,0,0,0
10X095,P.S. 095 SHEILA MENCHER,8,2017,Current ELL,17,261,14,82.4,3,17.6,0,0,0,0,0,0
10X095,P.S. 095 SHEILA MENCHER,8,2018,Current ELL,22,582,11,50,9,40.9,2,9.1,0,0,2,9.1
10X095,P.S. 095 SHEILA MENCHER,8,2019,Current ELL,14,580,8,57.1,6,42.9,0,0,0,0,0,0
10X095,P.S. 095 SHEILA MENCHER,8,2014,Ever ELL,45,294,14,31.1,23,51.1,8,17.8,0,0,8,17.8
10X095,P.S. 095 SHEILA MENCHER,8,2015,Ever ELL,41,301,11,26.8,18,43.9,11,26.8,1,2.4,12,29.3
10X095,P.S. 095 SHEILA MENCHER,8,2016,Ever ELL,32,302,7,21.9,16,50,7,21.9,2,6.3,9,28.1
10X095,P.S. 095 SHEILA MENCHER,8,2017,Ever ELL,41,314,1,2.4,16,39,20,48.8,4,9.8,24,58.5
10X095,P.S. 095 SHEILA MENCHER,8,2018,Ever ELL,40,601,1,2.5,21,52.5,13,32.5,5,12.5,18,45
10X095,P.S. 095 SHEILA MENCHER,8,2019,Ever ELL,42,600,2,4.8,21,50,16,38.1,3,7.1,19,45.2
10X095,P.S. 095 SHEILA MENCHER,8,2014,Never ELL,98,297,23,23.5,51,52,21,21.4,3,3.1,24,24.5
10X095,P.S. 095 SHEILA MENCHER,8,2015,Never ELL,103,294,31,30.1,51,49.5,14,13.6,7,6.8,21,20.4
10X095,P.S. 095 SHEILA MENCHER,8,2016,Never ELL,81,306,15,18.5,37,45.7,21,25.9,8,9.9,29,35.8
10X095,P.S. 095 SHEILA MENCHER,8,2017,Never ELL,78,309,8,10.3,37,47.4,24,30.8,9,11.5,33,42.3
10X095,P.S. 095 SHEILA MENCHER,8,2018,Never ELL,90,603,10,11.1,37,41.1,23,25.6,20,22.2,43,47.8
10X095,P.S. 095 SHEILA MENCHER,8,2019,Never ELL,88,601,7,8,43,48.9,24,27.3,14,15.9,38,43.2
10X118,J.H.S. 118 WILLIAM W. NILES,8,2014,Current ELL,40,238,38,95,2,5,0,0,0,0,0,0
10X118,J.H.S. 118 WILLIAM W. NILES,8,2015,Current ELL,40,243,35,87.5,5,12.5,0,0,0,0,0,0
10X118,J.H.S. 118 WILLIAM W. NILES,8,2016,Current ELL,42,256,38,90.5,3,7.1,1,2.4,0,0,1,2.4
10X118,J.H.S. 118 WILLIAM W. NILES,8,2017,Current ELL,25,264,21,84,4,16,0,0,0,0,0,0
10X118,J.H.S. 118 WILLIAM W. NILES,8,2018,Current ELL,38,569,32,84.2,6,15.8,0,0,0,0,0,0
10X118,J.H.S. 118 WILLIAM W. NILES,8,2019,Current ELL,22,568,19,86.4,3,13.6,0,0,0,0,0,0
10X118,J.H.S. 118 WILLIAM W. NILES,8,2014,Ever ELL,77,302,15,19.5,34,44.2,24,31.2,4,5.2,28,36.4
10X118,J.H.S. 118 WILLIAM W. NILES,8,2015,Ever ELL,91,304,14,15.4,46,50.5,22,24.2,9,9.9,31,34.1
10X118,J.H.S. 118 WILLIAM W. NILES,8,2016,Ever ELL,83,305,14,16.9,36,43.4,23,27.7,10,12,33,39.8
10X118,J.H.S. 118 WILLIAM W. NILES,8,2017,Ever ELL,101,314,12,11.9,34,33.7,37,36.6,18,17.8,55,54.5
10X118,J.H.S. 118 WILLIAM W. NILES,8,2018,Ever ELL,84,601,13,15.5,27,32.1,31,36.9,13,15.5,44,52.4
10X118,J.H.S. 118 WILLIAM W. NILES,8,2019,Ever ELL,72,605,11,15.3,15,20.8,24,33.3,22,30.6,46,63.9
10X118,J.H.S. 118 WILLIAM W. NILES,8,2014,Never ELL,252,303,61,24.2,84,33.3,77,30.6,30,11.9,107,42.5
10X118,J.H.S. 118 WILLIAM W. NILES,8,2015,Never ELL,243,296,77,31.7,88,36.2,58,23.9,20,8.2,78,32.1
10X118,J.H.S. 118 WILLIAM W. NILES,8,2016,Never ELL,215,307,48,22.3,79,36.7,61,28.4,27,12.6,88,40.9
10X118,J.H.S. 118 WILLIAM W. NILES,8,2017,Never ELL,226,310,36,15.9,73,32.3,78,34.5,39,17.3,117,51.8
10X118,J.H.S. 118 WILLIAM W. NILES,8,2018,Never ELL,257,603,42,16.3,78,30.4,67,26.1,70,27.2,137,53.3
10X118,J.H.S. 118 WILLIAM W. NILES,8,2019,Never ELL,219,598,44,20.1,75,34.2,61,27.9,39,17.8,100,45.7
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,2014,Current ELL,14,264,10,71.4,4,28.6,0,0,0,0,0,0
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,2015,Current ELL,9,260,8,88.9,1,11.1,0,0,0,0,0,0
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,2016,Current ELL,11,264,8,72.7,3,27.3,0,0,0,0,0,0
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,2017,Current ELL,17,267,11,64.7,6,35.3,0,0,0,0,0,0
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,2018,Current ELL,15,576,11,73.3,4,26.7,0,0,0,0,0,0
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,2019,Current ELL,12,579,6,50,5,41.7,1,8.3,0,0,1,8.3
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,2014,Ever ELL,34,305,5,14.7,20,58.8,6,17.6,3,8.8,9,26.5
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,2015,Ever ELL,20,298,6,30,7,35,6,30,1,5,7,35
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,2016,Ever ELL,27,315,5,18.5,8,29.6,9,33.3,5,18.5,14,51.9
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,2017,Ever ELL,35,306,7,20,14,40,11,31.4,3,8.6,14,40
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,2018,Ever ELL,27,603,2,7.4,10,37,12,44.4,3,11.1,15,55.6
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,2019,Ever ELL,21,599,2,9.5,8,38.1,9,42.9,2,9.5,11,52.4
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,2014,Never ELL,209,308,32,15.3,91,43.5,60,28.7,26,12.4,86,41.1
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,2015,Never ELL,153,306,29,19,62,40.5,53,34.6,9,5.9,62,40.5
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,2016,Never ELL,154,315,22,14.3,55,35.7,42,27.3,35,22.7,77,50
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,2017,Never ELL,152,316,17,11.2,49,32.2,56,36.8,30,19.7,86,56.6
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,2018,Never ELL,144,601,20,13.9,54,37.5,41,28.5,29,20.1,70,48.6
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,2019,Never ELL,160,605,13,8.1,44,27.5,62,38.8,41,25.6,103,64.4
10X206,I.S. 206 ANN MERSEREAU,8,2014,Current ELL,35,245,31,88.6,4,11.4,0,0,0,0,0,0
10X206,I.S. 206 ANN MERSEREAU,8,2015,Current ELL,21,252,21,100,0,0,0,0,0,0,0,0
10X206,I.S. 206 ANN MERSEREAU,8,2016,Current ELL,26,260,20,76.9,6,23.1,0,0,0,0,0,0
10X206,I.S. 206 ANN MERSEREAU,8,2017,Current ELL,8,262,6,75,2,25,0,0,0,0,0,0
10X206,I.S. 206 ANN MERSEREAU,8,2018,Current ELL,14,573,12,85.7,2,14.3,0,0,0,0,0,0
10X206,I.S. 206 ANN MERSEREAU,8,2019,Current ELL,15,581,8,53.3,7,46.7,0,0,0,0,0,0
10X206,I.S. 206 ANN MERSEREAU,8,2014,Ever ELL,28,280,15,53.6,13,46.4,0,0,0,0,0,0
10X206,I.S. 206 ANN MERSEREAU,8,2015,Ever ELL,20,279,9,45,11,55,0,0,0,0,0,0
10X206,I.S. 206 ANN MERSEREAU,8,2016,Ever ELL,25,292,7,28,13,52,5,20,0,0,5,20
10X206,I.S. 206 ANN MERSEREAU,8,2017,Ever ELL,22,300,5,22.7,10,45.5,6,27.3,1,4.5,7,31.8
10X206,I.S. 206 ANN MERSEREAU,8,2018,Ever ELL,12,587,5,41.7,5,41.7,2,16.7,0,0,2,16.7
10X206,I.S. 206 ANN MERSEREAU,8,2019,Ever ELL,22,598,3,13.6,9,40.9,10,45.5,0,0,10,45.5
10X206,I.S. 206 ANN MERSEREAU,8,2014,Never ELL,45,281,21,46.7,19,42.2,5,11.1,0,0,5,11.1
10X206,I.S. 206 ANN MERSEREAU,8,2015,Never ELL,39,268,27,69.2,12,30.8,0,0,0,0,0,0
10X206,I.S. 206 ANN MERSEREAU,8,2016,Never ELL,45,290,13,28.9,27,60,4,8.9,1,2.2,5,11.1
10X206,I.S. 206 ANN MERSEREAU,8,2017,Never ELL,32,298,8,25,16,50,7,21.9,1,3.1,8,25
10X206,I.S. 206 ANN MERSEREAU,8,2018,Never ELL,34,588,10,29.4,19,55.9,5,14.7,0,0,5,14.7
10X206,I.S. 206 ANN MERSEREAU,8,2019,Never ELL,20,597,5,25,8,40,6,30,1,5,7,35
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,2014,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,2015,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,2016,Current ELL,6,273,4,66.7,2,33.3,0,0,0,0,0,0
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,2017,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,2018,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,2019,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,2014,Ever ELL,14,s,s,s,s,s,s,s,s,s,s,s
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,2015,Ever ELL,18,s,s,s,s,s,s,s,s,s,s,s
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,2016,Ever ELL,12,299,2,16.7,7,58.3,3,25,0,0,3,25
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,2017,Ever ELL,12,s,s,s,s,s,s,s,s,s,s,s
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,2018,Ever ELL,6,s,s,s,s,s,s,s,s,s,s,s
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,2019,Ever ELL,15,s,s,s,s,s,s,s,s,s,s,s
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,2014,Never ELL,60,297,15,25,26,43.3,18,30,1,1.7,19,31.7
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,2015,Never ELL,47,298,13,27.7,21,44.7,13,27.7,0,0,13,27.7
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,2016,Never ELL,40,305,4,10,23,57.5,11,27.5,2,5,13,32.5
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,2017,Never ELL,45,305,8,17.8,19,42.2,15,33.3,3,6.7,18,40
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,2018,Never ELL,37,604,4,10.8,13,35.1,13,35.1,7,18.9,20,54.1
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,2019,Never ELL,38,595,5,13.2,23,60.5,8,21.1,2,5.3,10,26.3
10X228,JONAS BRONCK ACADEMY,8,2014,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
10X228,JONAS BRONCK ACADEMY,8,2015,Current ELL,1,s,s,s,s,s,s,s,s,s,s,s
10X228,JONAS BRONCK ACADEMY,8,2016,Current ELL,1,s,s,s,s,s,s,s,s,s,s,s
10X228,JONAS BRONCK ACADEMY,8,2017,Current ELL,6,283,2,33.3,4,66.7,0,0,0,0,0,0
10X228,JONAS BRONCK ACADEMY,8,2018,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
10X228,JONAS BRONCK ACADEMY,8,2019,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
10X228,JONAS BRONCK ACADEMY,8,2014,Ever ELL,24,s,s,s,s,s,s,s,s,s,s,s
10X228,JONAS BRONCK ACADEMY,8,2015,Ever ELL,28,s,s,s,s,s,s,s,s,s,s,s
10X228,JONAS BRONCK ACADEMY,8,2016,Ever ELL,22,s,s,s,s,s,s,s,s,s,s,s
10X228,JONAS BRONCK ACADEMY,8,2017,Ever ELL,32,306,3,9.4,18,56.3,9,28.1,2,6.3,11,34.4
10X228,JONAS BRONCK ACADEMY,8,2018,Ever ELL,25,s,s,s,s,s,s,s,s,s,s,s
10X228,JONAS BRONCK ACADEMY,8,2019,Ever ELL,25,s,s,s,s,s,s,s,s,s,s,s
10X228,JONAS BRONCK ACADEMY,8,2014,Never ELL,52,306,8,15.4,27,51.9,14,26.9,3,5.8,17,32.7
10X228,JONAS BRONCK ACADEMY,8,2015,Never ELL,54,315,2,3.7,24,44.4,22,40.7,6,11.1,28,51.9
10X228,JONAS BRONCK ACADEMY,8,2016,Never ELL,62,318,3,4.8,21,33.9,31,50,7,11.3,38,61.3
10X228,JONAS BRONCK ACADEMY,8,2017,Never ELL,48,318,4,8.3,12,25,23,47.9,9,18.8,32,66.7
10X228,JONAS BRONCK ACADEMY,8,2018,Never ELL,61,608,1,1.6,20,32.8,23,37.7,17,27.9,40,65.6
10X228,JONAS BRONCK ACADEMY,8,2019,Never ELL,58,610,2,3.4,13,22.4,21,36.2,22,37.9,43,74.1
10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,2014,Current ELL,9,262,8,88.9,1,11.1,0,0,0,0,0,0
10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,2015,Current ELL,4,s,s,s,s,s,s,s,s,s,s,s
10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,2016,Current ELL,11,282,5,45.5,5,45.5,1,9.1,0,0,1,9.1
10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,2017,Current ELL,10,274,5,50,5,50,0,0,0,0,0,0
10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,2018,Current ELL,13,574,10,76.9,3,23.1,0,0,0,0,0,0
10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,2019,Current ELL,11,579,7,63.6,4,36.4,0,0,0,0,0,0
10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,2014,Ever ELL,25,294,8,32,12,48,4,16,1,4,5,20
10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,2015,Ever ELL,31,s,s,s,s,s,s,s,s,s,s,s
10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,2016,Ever ELL,30,311,3,10,10,33.3,14,46.7,3,10,17,56.7
10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,2017,Ever ELL,23,306,5,21.7,7,30.4,9,39.1,2,8.7,11,47.8
10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,2018,Ever ELL,21,601,1,4.8,12,57.1,5,23.8,3,14.3,8,38.1
10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,2019,Ever ELL,18,599,2,11.1,9,50,6,33.3,1,5.6,7,38.9
10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,2014,Never ELL,48,282,21,43.8,22,45.8,5,10.4,0,0,5,10.4
10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,2015,Never ELL,49,289,13,26.5,25,51,11,22.4,0,0,11,22.4
10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,2016,Never ELL,33,295,8,24.2,19,57.6,6,18.2,0,0,6,18.2
10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,2017,Never ELL,49,314,7,14.3,19,38.8,14,28.6,9,18.4,23,46.9
10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,2018,Never ELL,59,596,12,20.3,25,42.4,16,27.1,6,10.2,22,37.3
10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,2019,Never ELL,53,599,8,15.1,21,39.6,16,30.2,8,15.1,24,45.3
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2014,Current ELL,58,265,42,72.4,14,24.1,2,3.4,0,0,2,3.4
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2015,Current ELL,60,277,33,55,24,40,3,5,0,0,3,5
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2016,Current ELL,59,274,36,61,22,37.3,1,1.7,0,0,1,1.7
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2017,Current ELL,40,273,23,57.5,16,40,1,2.5,0,0,1,2.5
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2018,Current ELL,43,580,22,51.2,19,44.2,2,4.7,0,0,2,4.7
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2019,Current ELL,52,580,26,50,22,42.3,3,5.8,1,1.9,4,7.7
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2014,Ever ELL,77,306,8,10.4,44,57.1,22,28.6,3,3.9,25,32.5
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2015,Ever ELL,80,304,15,18.8,40,50,20,25,5,6.3,25,31.3
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2016,Ever ELL,89,312,7,7.9,43,48.3,29,32.6,10,11.2,39,43.8
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2017,Ever ELL,80,324,3,3.8,20,25,39,48.8,18,22.5,57,71.3
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2018,Ever ELL,66,608,1,1.5,23,34.8,25,37.9,17,25.8,42,63.6
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2019,Ever ELL,61,606,2,3.3,17,27.9,32,52.5,10,16.4,42,68.9
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2014,Never ELL,163,302,28,17.2,86,52.8,43,26.4,6,3.7,49,30.1
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2015,Never ELL,142,301,28,19.7,63,44.4,45,31.7,6,4.2,51,35.9
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2016,Never ELL,149,309,20,13.4,61,40.9,54,36.2,14,9.4,68,45.6
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2017,Never ELL,132,315,13,9.8,45,34.1,54,40.9,20,15.2,74,56.1
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2018,Never ELL,136,602,13,9.6,51,37.5,52,38.2,20,14.7,72,52.9
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2019,Never ELL,143,605,13,9.1,40,28,53,37.1,37,25.9,90,62.9
10X254,I.S. 254,8,2014,Current ELL,40,260,31,77.5,9,22.5,0,0,0,0,0,0
10X254,I.S. 254,8,2015,Current ELL,37,250,29,78.4,8,21.6,0,0,0,0,0,0
10X254,I.S. 254,8,2016,Current ELL,41,255,33,80.5,8,19.5,0,0,0,0,0,0
10X254,I.S. 254,8,2017,Current ELL,47,276,24,51.1,20,42.6,3,6.4,0,0,3,6.4
10X254,I.S. 254,8,2018,Current ELL,25,580,11,44,13,52,1,4,0,0,1,4
10X254,I.S. 254,8,2019,Current ELL,50,574,32,64,18,36,0,0,0,0,0,0
10X254,I.S. 254,8,2014,Ever ELL,29,300,5,17.2,17,58.6,7,24.1,0,0,7,24.1
10X254,I.S. 254,8,2015,Ever ELL,41,296,8,19.5,24,58.5,9,22,0,0,9,22
10X254,I.S. 254,8,2016,Ever ELL,27,300,4,14.8,14,51.9,9,33.3,0,0,9,33.3
10X254,I.S. 254,8,2017,Ever ELL,38,315,3,7.9,14,36.8,16,42.1,5,13.2,21,55.3
10X254,I.S. 254,8,2018,Ever ELL,31,600,1,3.2,17,54.8,9,29,4,12.9,13,41.9
10X254,I.S. 254,8,2019,Ever ELL,41,598,3,7.3,25,61,10,24.4,3,7.3,13,31.7
10X254,I.S. 254,8,2014,Never ELL,60,278,31,51.7,22,36.7,6,10,1,1.7,7,11.7
10X254,I.S. 254,8,2015,Never ELL,70,284,29,41.4,33,47.1,7,10,1,1.4,8,11.4
10X254,I.S. 254,8,2016,Never ELL,58,293,18,31,27,46.6,12,20.7,1,1.7,13,22.4
10X254,I.S. 254,8,2017,Never ELL,82,303,21,25.6,27,32.9,27,32.9,7,8.5,34,41.5
